enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target,company_size_from,company_size_to
1472,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,102,0,10000,99999
12178,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,168,1,50,99
13828,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,83,0,100,500
11341,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,13,private limited company,3,28,0,10000,99999
5730,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,6,private limited company,3,37,0,10000,99999
4200,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,private limited company,3,170,0,10000,99999
33315,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,18,0,50,99
28184,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,0,private limited company,0,284,1,100,500
30882,city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,9,private limited company,1,56,0,1,10
7169,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Non-Governmental Organisation,4,23,0,1000,4999
3495,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,13,private limited company,5,34,0,1,10
32073,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,9,private limited company,2,74,0,10000,99999
19528,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Public Sector,1,18,0,50,99
26826,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,5,7,0,10,49
3667,city_14,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,private limited company,1,10,0,100,500
24291,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,private limited company,2,328,0,100,500
5957,city_23,0.899,Male,Has relevent experience,Full time course,Graduate,STEM,15,private limited company,2,6,0,10000,99999
28091,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,4,57,0,10000,99999
15334,city_99,0.915,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Public Sector,2,68,1,10000,99999
18167,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,private limited company,3,20,0,50,99
5755,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,private limited company,5,10,0,500,999
736,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,7,1,10000,99999
24043,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,private limited company,0,28,1,10000,99999
2237,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,21,private limited company,5,25,0,100,500
32759,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,Funded Startup,2,70,1,100,500
6753,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,private limited company,1,18,0,500,999
7429,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,3,86,0,1000,4999
24964,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,private limited company,1,34,1,1000,4999
5404,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,69,0,1,10
19600,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,18,private limited company,4,7,0,10000,99999
200,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,private limited company,3,11,1,100,500
16047,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,9,Public Sector,1,37,0,5000,9999
15828,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Early Stage Startup,4,50,0,10,49
27785,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,private limited company,1,20,0,100,500
12763,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,Arts,9,Public Sector,3,28,0,1,10
7963,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,private limited company,1,57,1,5000,9999
30431,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,private limited company,5,39,0,10000,99999
13896,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,Other,7,private limited company,2,83,0,50,99
25441,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,16,private limited company,5,90,0,10000,99999
15344,city_74,0.579,Male,No relevent experience,no_enrollment,Masters,STEM,2,private limited company,2,32,0,100,500
10312,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,10,private limited company,1,55,0,10000,99999
21877,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,13,private limited company,2,83,0,50,99
10725,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,92,0,10,49
19181,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,3,Non-Governmental Organisation,1,74,0,100,500
18091,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Funded Startup,1,11,0,100,500
5269,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Funded Startup,4,50,0,500,999
19105,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,2,59,0,1000,4999
13212,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,private limited company,3,12,0,10000,99999
10180,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,29,0,100,500
13769,city_121,0.781,Female,Has relevent experience,no_enrollment,Masters,STEM,7,private limited company,1,21,0,10000,99999
30780,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,0,Funded Startup,1,17,1,100,500
4567,city_105,0.794,Female,Has relevent experience,Part time course,Graduate,STEM,5,private limited company,1,65,0,1000,4999
7559,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,private limited company,1,42,0,50,99
3974,city_102,0.804,Male,Has relevent experience,Full time course,Masters,STEM,7,Public Sector,1,2,1,10000,99999
13948,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,21,private limited company,1,18,0,10000,99999
21736,city_114,0.926,Male,No relevent experience,Part time course,Graduate,STEM,7,private limited company,1,324,1,100,500
19800,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,private limited company,1,26,0,50,99
23755,city_149,0.689,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,private limited company,5,140,0,10,49
20207,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,20,private limited company,5,7,0,50,99
18506,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,private limited company,1,22,0,50,99
10550,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,0,44,1,50,99
12075,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Early Stage Startup,5,78,0,100,500
10828,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,private limited company,2,12,0,50,99
17948,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,private limited company,3,28,0,10000,99999
22514,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,private limited company,5,222,0,1000,4999
4,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,9,Public Sector,5,13,0,50,99
27469,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,3,33,0,10000,99999
32443,city_149,0.689,Male,No relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,61,0,1,10
28786,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,Early Stage Startup,0,50,0,1,10
16053,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,49,0,100,500
19839,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,8,Funded Startup,1,74,0,100,500
26933,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,7,0,10000,99999
10221,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,9,private limited company,4,34,0,10000,99999
24952,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,0,86,0,50,99
17227,city_80,0.847,Male,No relevent experience,no_enrollment,Graduate,STEM,20,private limited company,0,9,0,10000,99999
24801,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Funded Startup,1,84,0,50,99
13647,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,1,140,0,10000,99999
30152,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,No Major,7,Public Sector,5,22,0,1000,4999
2232,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,private limited company,1,83,0,100,500
31261,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,private limited company,1,70,0,5000,9999
10832,city_73,0.754,Male,No relevent experience,no_enrollment,Phd,STEM,21,Public Sector,5,26,0,10000,99999
19219,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,70,0,50,99
13091,city_160,0.92,Male,No relevent experience,Part time course,Graduate,Other,6,Public Sector,3,55,0,10000,99999
17922,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,3,private limited company,1,55,1,100,500
8104,city_13,0.827,Male,Has relevent experience,no_enrollment,Masters,STEM,13,private limited company,0,15,0,1000,4999
4093,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,private limited company,2,48,0,100,500
24452,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,private limited company,1,106,0,1000,4999
10592,city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,private limited company,2,16,0,10,49
18103,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,Public Sector,2,64,0,100,500
10773,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,No Major,2,Early Stage Startup,0,83,0,50,99
17772,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,21,1,10000,99999
7365,city_57,0.866,Male,No relevent experience,no_enrollment,Phd,STEM,9,private limited company,5,53,0,100,500
16749,city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,16,Non-Governmental Organisation,5,101,0,1000,4999
18453,city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,private limited company,2,22,1,100,500
23126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,21,Funded Startup,1,28,0,100,500
13681,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,21,0,10,49
4351,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,private limited company,5,37,0,10000,99999
8809,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,21,private limited company,5,33,0,100,500
22603,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,0,private limited company,1,114,0,1,10
28169,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,4,69,0,1000,4999
6113,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,2,139,0,100,500
19244,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,83,0,50,99
25784,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,private limited company,3,26,0,10,49
29090,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,1,7,0,1000,4999
14485,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,5,private limited company,2,23,0,50,99
19326,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Funded Startup,1,11,0,50,99
28923,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,private limited company,1,48,0,10000,99999
12833,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,21,private limited company,1,10,0,100,500
13724,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,9,Public Sector,2,2,0,50,99
24075,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,private limited company,3,56,1,50,99
3174,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Other,2,324,0,10,49
9759,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,2,Early Stage Startup,1,49,0,1,10
5028,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,98,0,10,49
25245,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,private limited company,1,6,0,50,99
10547,city_21,0.624,Female,No relevent experience,Part time course,Graduate,STEM,5,private limited company,1,32,0,50,99
30087,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,private limited company,1,58,1,1000,4999
25201,city_10,0.895,Male,No relevent experience,Full time course,Graduate,STEM,6,private limited company,2,73,0,10,49
27210,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,1,21,0,100,500
5231,city_23,0.899,Male,Has relevent experience,Full time course,Masters,STEM,13,Funded Startup,1,20,0,500,999
13797,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,56,0,10,49
24828,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Public Sector,5,6,0,5000,9999
25254,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,2,private limited company,1,4,1,10,49
7843,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,private limited company,1,54,1,10000,99999
20208,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,1,57,0,100,500
31032,city_114,0.926,Male,Has relevent experience,Part time course,Masters,Business Degree,21,private limited company,3,1,0,1000,4999
31960,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,5,Public Sector,1,50,0,1000,4999
30247,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,private limited company,5,10,0,500,999
19036,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,private limited company,1,46,0,500,999
8059,city_61,0.913,Male,Has relevent experience,Part time course,Graduate,STEM,7,private limited company,1,18,0,100,500
3272,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,39,0,100,500
10484,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,1,15,0,5000,9999
21640,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,1,89,0,10,49
32986,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,private limited company,1,45,0,100,500
7538,city_46,0.762,Male,No relevent experience,no_enrollment,Masters,STEM,10,Public Sector,1,122,0,5000,9999
19084,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Funded Startup,1,87,0,10,49
15499,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Other,19,Funded Startup,1,130,0,1,10
31670,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,private limited company,1,20,0,10000,99999
111,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,3,25,0,1000,4999
20393,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,No Major,6,private limited company,1,23,1,500,999
18592,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,10,private limited company,0,44,0,10000,99999
22583,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,2,9,1,10000,99999
28704,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,private limited company,0,73,0,10000,99999
24001,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,54,0,1000,4999
3480,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,5,Public Sector,1,21,0,10000,99999
21427,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,private limited company,2,242,0,50,99
11959,city_27,0.848,Male,Has relevent experience,no_enrollment,Masters,STEM,15,private limited company,1,19,0,100,500
20994,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,private limited company,3,162,0,10000,99999
3514,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,1,8,0,10000,99999
33125,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Funded Startup,1,24,0,10,49
7831,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Public Sector,3,51,0,100,500
1951,city_74,0.579,Male,No relevent experience,no_enrollment,Masters,STEM,5,Non-Governmental Organisation,1,89,1,50,99
872,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,private limited company,1,18,0,100,500
24657,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,private limited company,1,42,0,50,99
28196,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,13,private limited company,1,51,0,10000,99999
19312,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,private limited company,5,46,0,500,999
30845,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,private limited company,2,102,1,50,99
19212,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,1,118,0,5000,9999
30279,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,42,0,50,99
25742,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,private limited company,5,14,0,1,10
14179,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Public Sector,2,78,1,5000,9999
11772,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,private limited company,1,15,1,1000,4999
4580,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Early Stage Startup,1,79,1,10,49
15495,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,private limited company,1,62,0,1000,4999
16616,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Funded Startup,1,82,0,100,500
16221,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,5,168,0,500,999
24692,city_142,0.727,Male,Has relevent experience,Full time course,Graduate,STEM,5,private limited company,1,48,0,1000,4999
32011,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,private limited company,2,84,0,10000,99999
20674,city_97,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,21,private limited company,5,116,0,50,99
7934,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,3,private limited company,1,76,0,100,500
30625,city_74,0.579,Male,Has relevent experience,Full time course,Graduate,No Major,2,private limited company,1,4,1,50,99
4233,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,2,50,0,50,99
3988,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,1,72,0,1000,4999
24186,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Non-Governmental Organisation,0,128,1,1000,4999
11455,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,private limited company,3,53,1,10000,99999
1875,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,Business Degree,16,private limited company,1,30,1,1,10
17951,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,private limited company,0,334,0,500,999
12562,city_143,0.74,Male,Has relevent experience,Full time course,Graduate,STEM,6,Funded Startup,2,136,1,10,49
5783,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,18,private limited company,2,50,0,100,500
1932,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,126,0,100,500
2407,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,1,20,0,10000,99999
20394,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,private limited company,3,42,0,100,500
26316,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,private limited company,1,87,1,5000,9999
25527,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,1,26,0,100,500
8704,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,3,54,0,10000,99999
11110,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,11,private limited company,1,20,0,500,999
3724,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,70,0,1000,4999
22898,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,private limited company,5,19,0,100,500
27839,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,private limited company,2,62,0,50,99
8194,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,8,private limited company,2,24,0,50,99
914,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,private limited company,5,87,0,100,500
19506,city_114,0.926,Male,Has relevent experience,Full time course,Masters,STEM,11,Public Sector,1,22,0,5000,9999
1766,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,private limited company,5,294,0,10000,99999
5638,city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,13,private limited company,0,131,0,50,99
20190,city_65,0.802,Male,No relevent experience,no_enrollment,Phd,STEM,10,Public Sector,5,73,0,100,500
19308,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,2,65,0,1,10
30140,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,7,1,50,99
18624,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,10,private limited company,1,286,1,5000,9999
7744,city_45,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,7,Early Stage Startup,1,31,0,50,99
2200,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,private limited company,2,88,0,50,99
31088,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,Early Stage Startup,1,7,0,1,10
13401,city_65,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,6,private limited company,1,141,0,1000,4999
19440,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,2,private limited company,1,97,1,50,99
19628,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Early Stage Startup,0,12,0,1,10
31846,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,7,private limited company,1,22,0,10000,99999
2288,city_61,0.913,Female,Has relevent experience,no_enrollment,Masters,STEM,13,private limited company,2,72,1,50,99
1359,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Funded Startup,2,308,0,10,49
7984,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,0,42,0,100,500
14256,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,2,private limited company,1,52,0,10,49
9869,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Funded Startup,2,53,0,50,99
30778,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,4,28,0,50,99
11989,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,5,43,0,5000,9999
6973,city_83,0.923,Male,No relevent experience,no_enrollment,Masters,STEM,19,private limited company,5,31,0,500,999
23744,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,102,0,10,49
31350,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,21,private limited company,1,77,0,10000,99999
19940,city_70,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,9,private limited company,5,20,0,50,99
6075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,private limited company,3,50,0,100,500
22011,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,15,private limited company,5,59,0,1,10
16259,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Non-Governmental Organisation,3,54,1,1,10
4861,city_179,0.512,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,private limited company,1,51,1,50,99
30599,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,18,private limited company,4,45,0,50,99
32993,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Non-Governmental Organisation,5,52,0,50,99
17410,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,private limited company,2,48,0,100,500
10972,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,private limited company,3,57,0,10000,99999
13169,city_100,0.887,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,private limited company,1,100,0,10,49
411,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,21,private limited company,5,25,0,500,999
17473,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,private limited company,2,96,0,1000,4999
26952,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,private limited company,5,6,0,500,999
9452,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,private limited company,2,28,0,10000,99999
8227,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,private limited company,1,57,0,1000,4999
27954,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,13,private limited company,1,178,0,1000,4999
5385,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,10,0,10000,99999
31120,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,21,private limited company,5,4,0,1000,4999
8717,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,private limited company,3,106,1,100,500
16476,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,0,private limited company,5,78,1,50,99
14079,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Funded Startup,2,34,1,100,500
7586,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,private limited company,4,150,0,1000,4999
12573,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,private limited company,1,5,0,100,500
19562,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Early Stage Startup,1,84,0,1,10
17187,city_150,0.698,Male,No relevent experience,Full time course,Graduate,STEM,0,Non-Governmental Organisation,1,56,0,100,500
8275,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,private limited company,5,161,0,50,99
1109,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,5,72,0,100,500
32358,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,1,60,0,10,49
11487,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,private limited company,2,262,0,1,10
20442,city_89,0.925,Female,Has relevent experience,no_enrollment,Masters,STEM,7,private limited company,1,20,0,100,500
16674,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,private limited company,3,80,0,50,99
13588,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Funded Startup,1,10,0,10,49
19463,city_33,0.448,Male,No relevent experience,no_enrollment,Graduate,STEM,5,private limited company,2,36,0,10000,99999
6614,city_76,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,20,private limited company,2,132,0,50,99
33220,city_73,0.754,Male,Has relevent experience,Part time course,Masters,STEM,14,Public Sector,2,288,0,10000,99999
20420,city_136,0.897,Female,No relevent experience,Full time course,Phd,STEM,6,Public Sector,1,158,0,100,500
24002,city_149,0.689,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Funded Startup,1,52,0,50,99
